Song,Performer
"Peaches ""N"" Cream",['The Ikettes']
Peaches & Cream,['112']
Peak,['Drake']
Peak Of Love,['Bobby McClure']
Peanut Butter,['The Marathons' 'Twennynine Featuring Lenny White']
Peanuts,['Rick And The Keens']
Peanuts (La Cacahuata),['The Sunglows']
Pearl,['Tommy Roe']
Pearl Time,['Andre Williams']
Pearly Shells (Popo O Ewa),['Burl Ives']
Peas 'N' Rice,['Freddie McCoy']
Peek A Boo,['Lil Yachty Featuring Migos']
Peek-A-Boo,['Siouxsie & The Banshees' 'The Cadillacs' 'The New Vaudeville Band']
Peg,['Steely Dan']
Peg O' My Heart,['Robert Maxwell His Harp And Orchestra']
Peggy Sue,['The Beach Boys']
Pen & Paper (Something Typical),['The Red Jumpsuit Apparatus']
Penetration,['The Pyramids']
Pennies From Heaven,['The Skyliners']
Penny Arcade,['The Cyrkle']
Penny Lane,['The Beatles']
Penny Lover,['Lionel Richie']
People,['Barbra Streisand' 'The Tymes' 'Nat King Cole']
People Are Changin',['Timmy Thomas']
People Are Crazy,['Billy Currington']
People Are People,['Depeche Mode']
People Are Still Having Sex,['LaTour']
People Are Strange,['The Doors']
People Don't Believe,['Scarface Feat. Ice Cube']
People Everyday,['Arrested Development']
People Get Ready,['The Impressions' 'Jeff Beck & Rod Stewart']
People Got To Be Free,['The Rascals']
People Gotta Move,['Gino Vannelli']
People In Love,['10cc']
People Like Us,['Kelly Clarkson']
People Like You,['Eddie Fisher']
People Make The World Go Round,['The Stylistics']
People Of The South Wind,['Kansas']
People Say,['The Dixie Cups']
People Sure Act Funny,['Arthur Conley']
People World,['Jim & Jean']
Pepe,['Duane Eddy His Twangy Guitar And The Rebels']
Pepino The Italian Mouse,['Lou Monte']
Pepino's Friend Pasqual (The Italian Pussy-Cat),['Lou Monte']
Pepper Box,['The Peppers']
Peppermint Twist - Part I,['Joey Dee & the Starliters']
Percolatin',['Willie Mitchell']
Percolator (Twist),['Billy Joe & The Checkmates']
Perdidos,['Monchy & Alexandra']
Perfect,"['One Direction' 'Sara Evans' 'Ed Sheeran' 'The Smashing Pumpkins'
 'Glee Cast' 'Simple Plan' 'Fairground Attraction']"
Perfect Combination,['Stacy Lattisaw & Johnny Gill']
Perfect Illusion,['Lady Gaga']
Perfect Situation,['Weezer']
Perfect Storm,['Brad Paisley']
Perfect Strangers,['Lil Wayne']
Perfect Way,['Scritti Politti']
Perfect World,['Huey Lewis & The News' 'Alias']
Perfidia,['The Ventures']
Perfume,['Britney Spears']
Perhaps Love,['Placido Domingo & John Denver']
Permanent,['David Cook']
Perplexing Pegasus,['Rae Sremmurd']
Perro Fiel,['Shakira Featuring Nicky Jam']
Personal Jesus,['Depeche Mode']
Personality,['Lloyd Price and His Orchestra']
Personally,['Karla Bonoff']
Peta,['Roddy Ricch Featuring Meek Mill']
Pete Davidson,['Ariana Grande']
Peter Gunn,"['The Art Of Noise Featuring Duane Eddy'
 'Duane Eddy His Twangy Guitar And The Rebels'
 'Ray Anthony and His Orchestra' 'Deodato']"
Peter Pan,['Kelsea Ballerini']
Peter Piper,['Frank Mills']
Peter Rabbit,['Dee Jay And The Runaways']
Petite Fleur (Little Flower),"[""Chris Barber's Jazz Band""]"
Pets,['Porno For Pyros']
Petticoat White (Summer Sky Blue),['Bobby Vinton']
Phantom Limb,['The Shins']
Phantom Writer,['Gary Wright']
Phenomenal,['Eminem']
Phenomenon,['LL Cool J']
Philadelphia,['B.B. King']
Philadelphia Freedom,['The Elton John Band']
Philadelphia U.S.A.,['The Nu Tornados' 'Art Lund']
Philly Dog,['Herbie Mann' 'The Mar-Keys']
Photograph,['J. Cole' 'Def Leppard' 'Nickelback' 'Ed Sheeran' 'Ringo Starr']
Physical,['Olivia Newton-John' 'Glee Cast Featuring Olivia Newton-John']
Physical Funk,['Domino']
Piano In The Dark,['Brenda Russell Featuring Joe Esposito']
Piano Man,['Billy Joel']
Picasso Baby,['JAY-Z']
Pick It Up,['Famous Dex Featuring A$AP Rocky' 'Home Team']
Pick Me Up On Your Way Down,['Pat Zill']
Pick Up The Phone,['Young Thug And Travis Scott Featuring Quavo']
Pick Up The Pieces,['AWB' 'Carla Thomas']
Pickin' Wild Mountain Berries,['Peggy Scott & Jo Jo Benson']
Pickin' Wildflowers,['Keith Anderson']
Pickle Up A Doodle,['Teresa Brewer']
Pickup Man,['Joe Diffie']
Picture,['Kid Rock Featuring Sheryl Crow']
Picture Postcards From L.A.,['Joshua Kadison']
Picture To Burn,['Taylor Swift']
Pictures In The Fire,['Pat Boone']
Pictures Of Lily,['The Who']
Pictures Of Matchstick Men,['The Status Quo']
Pictures Of You,['The Last Goodnight' 'The Cure']
Piece By Piece,['Kelly Clarkson' 'The Tubes']
Piece Of Me,['Britney Spears']
Piece Of My Heart,"['Big Brother And The Holding Company' 'Tara Kemp' 'Erma Franklin'
 'Shaggy (Featuring Marsha)' 'Sammy Hagar']"
Pieces Of April,['Three Dog Night']
Pieces Of Ice,['Diana Ross']
Pieces Of Me,['Ashlee Simpson']
Pied Piper,"[""The Changin' Times""]"
Piggy Bank,['50 Cent']
Pillow Talk,['Sylvia (r&b)']
Pillowtalk,['Zayn']
Pills And Automobiles,"['Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black']"
Pills N Potions,['Nicki Minaj']
Pilot Of The Airwaves,['Charlie Dore']
Pimp Juice,['Nelly']
Pimp Of The Year,['Dru Down']
Pimpin' All Over The World,['Ludacris Featuring Bobby Valentino']
Pin A Medal On Joey,['James Darren']
Pin The Tail On The Donkey,['The Newcomers' 'Paul Peek']
Pinball,['Brian Protheroe']
Pinball Wizard,['The Who']
"Pinball Wizard/See Me, Feel Me",['The New Seekers']
"Pinball, That's All",['Bill Wray']
Pinch Me,['Barenaked Ladies']
"Pinch Me (Baby, Convince Me)",['Ohio Express']
Pineapple Princess,['Annette With The Afterbeats']
Pink,['Aerosmith']
Pink + White,['Frank Ocean']
Pink Cadillac,['Natalie Cole']
Pink Cashmere,['Prince']
Pink Chiffon,['Mitchell Torok']
Pink Dominos,['The Crescents Featuring Chiyo']
Pink Houses,['John Mellencamp']
Pink Shoe Laces,['Dodie Stevens']
"Piove (Ciao, Ciao Bambina)",['Domenico Modugno']
Pipe Dream,['Blues Magoos']
Pipe Dreams,['Jimmy Beck & His Orchestra']
Pipeline,"[""Chantay's""]"
Pirate,['Cher']
Pirate Flag,['Kenny Chesney']
Pitter-Patter,['The Four Sportsmen']
Place In This World,['Michael W. Smith']
Plain Jane,['A$AP Ferg Featuring Nicki Minaj' 'Bobby Darin' 'Sammy Hagar' 'A$AP Ferg']
Planet Rock,['Afrika Bambaataa & The Soul Sonic Force']
Planez,['Jeremih Featuring J. Cole']
Plastic Bag,['Drake & Future']
Plastic Man,['Sonny & Cher']
Platinum Heroes,['Bruce Foster']
Play,['David Banner' 'Jennifer Lopez']
Play Hard,['David Guetta Featuring Ne-Yo & Akon']
Play It Again,['Luke Bryan']
Play Me,['Neil Diamond']
"Play My Funk (From ""Sugar Hill"")",['Simple E']
Play My Music,['Jonas Brothers']
Play No Games,['Big Sean Featuring Chris Brown & Ty Dolla $ign']
Play On Love,['Jefferson Starship']
Play Something Country,['Brooks & Dunn']
Play Something Sweet (Brickyard Blues),['Three Dog Night']
Play That Funky Music,['Vanilla Ice' 'Wild Cherry' 'Roxanne']
Play That Song,['Train']
Play The Game,['Queen']
Play The Game Tonight,['Kansas']
Play The Guitar,['B.o.B Featuring Andre 3000']
Play The Thing,['Marlowe Morris Quintet']
Play With Fire,['The Rolling Stones']
Playa Cardz Right,['Keyshia Cole Featuring 2Pac']
Playa's Only,['R. Kelly Featuring The Game']
Playas Gon' Play,['3LW']
Playaz Club,"[""Rappin' 4-Tay""]"
Playboy,['Gene And Debbe' 'The Marvelettes']
Player's Anthem,['Junior M.A.F.I.A.']
Player's Ball,['OutKast']
Players Holiday,['T.W.D.Y. Featuring Too Short & Mac Mall']
Playgirl,['Thee Prophets']
Playground,['Another Bad Creation']
Playground In My Mind,['Clint Holmes']
Playing Games,['Summer Walker']
Playing To Win,['Little River Band']
Playing With Lightning,['Shot In The Dark']
Playing With The Boys,['Kenny Loggins']
Pleasant Valley Sunday,['The Monkees']
Please,['Sawyer Fredericks' 'The Kinleys' 'Frank Ifield']
Please Be The One,['Karla Bonoff']
Please Come Home For Christmas,['Eagles' 'Charles Brown']
Please Come To Boston,['Dave Loggins']
Please Don't Ask About Barbara,['Bobby Vee']
Please Don't Desert Me Baby,['Gloria Walker/Chevelles']
Please Don't Do It,['Dale Wright And The Wright Guys With the Dons']
Please Don't Ever Leave Me,['The Cyrkle']
Please Don't Fight It,"['Dino, Desi & Billy']"
Please Don't Go,"['No Mercy' 'Tank' 'Immature' 'Mike Posner' 'Boyz II Men'
 'KC And The Sunshine Band' 'K.W.S.' 'Ral Donner']"
Please Don't Go Girl,['New Kids On The Block']
Please Don't Kiss Me Again,['The Charmettes']
Please Don't Leave,['Lauren Wood']
Please Don't Leave Me,['P!nk']
Please Don't Sell My Daddy No More Wine,['The Greenwoods']
Please Don't Stop Loving Me,['Elvis Presley']
Please Don't Talk To The Lifeguard,['Diane Ray']
Please Don't Tell Me How The Story Ends,['Ronnie Milsap']
Please Excuse My Hands,['Plies Featuring Jamie Foxx & The-Dream']
Please Forgive Me,['Bryan Adams']
"Please Help Me, I'm Falling",['Hank Locklin' 'Rusty Draper']
Please Let Me Wonder,['The Beach Boys']
Please Love Me Forever,['Cathy Jean and The Roommates' 'Bobby Vinton' 'Tommy Edwards']
Please Me,['Cardi B & Bruno Mars']
Please Mr. Please,['Olivia Newton-John']
Please Mr. Postman,['The Marvelettes' 'Carpenters' 'Gentle Persuasion']
Please Mr. Sun,['Tommy Edwards' 'The Vogues']
Please Pardon Me (You Remind Me Of A Friend),['Rufus Featuring Chaka Khan']
Please Please Me,['The Beatles']
Please Remember Me,['Tim McGraw' 'Danielle Bradbery']
Please Return Your Love To Me,['The Temptations']
Please Say You're Fooling,['Ray Charles and his Orchestra']
Please Stay,['The Drifters']
Please Tell Him That I Said Hello,['Debbie Campbell']
Please Tell Me,['Future']
Please Tell Me Why,['Jackie Wilson' 'The Dave Clark Five']
"Please, Daddy",['John Denver']
"Please, Mr. President",['Paula Webb']
"Please, Please, Please",['James Brown And The Famous Flames']
Pleasure,['The Soup Dragons']
Pleasure And Pain,['Divinyls']
Pledge Pin,['Robert Plant']
Pledging My Love,['Roy Hamilton' 'Johnny Tillotson']
Plenty Good Lovin',['Connie Francis']
Plug Walk,['Rich The Kid']
Po Pimp,['Do Or Die (Featuring Twista)']
Po' Folks,['Nappy Roots Featuring Anthony Hamilton']
Pocketful Of Miracles,['Frank Sinatra']
Pocketful Of Rainbows,['Deane Hawley']
Pocketful Of Sunshine,['Natasha Bedingfield']
Poco-Loco,['Gene & Eunice']
Poetic Justice,['Kendrick Lamar Featuring Drake']
Poetry In Motion,['Johnny Tillotson']
Poetry Man,['Phoebe Snow']
Point At You,['Justin Moore']
Point It Out,['Smokey Robinson & The Miracles']
Point Of Know Return,['Kansas']
Point Of No Return,['Expose' 'Gene McDaniels' 'Nu Shooz' 'Adam Wade']
Point Panic,['The Surfaris']
Pointed Toe Shoes,['Carl Perkins']
Poison,['Alice Cooper' 'Bell Biv DeVoe']
Poison Arrow,['ABC']
Poison Ivy,['The Coasters']
Poker Face,['Lady Gaga' 'Glee Cast']
Police Dog Blues,['Hugh Laurie']
Policy Of Truth,['Depeche Mode']
Polk Salad Annie,['Tony Joe White']
Pom Poms,['Jonas Brothers']
Pompeii,['Bastille']
"Pon De River, Pon De Bank",['Elephant Man']
Pon de Replay,['Rihanna']
Pontoon,['Little Big Town']
Pony,['Ginuwine']
Pony Express,['Danny & The Juniors']
Pony Time,['Chubby Checker' 'The Goodtimers']
Pony With The Golden Mane,"[""Every Mothers' Son""]"
Pool Of Bad Luck,['Joe Simon']
Poor Baby,['The Cowsills']
Poor Boy,['The Royaltones' 'Casey Kelly']
Poor Fool,['Ike & Tina Turner']
Poor Georgie,['MC Lyte']
Poor Jenny,['The Everly Brothers']
Poor Little Fool,['Ricky Nelson']
Poor Little Puppet,['Cathy Carroll']
Poor Little Rich Girl,['Steve Lawrence']
Poor Man's Son,['Survivor' 'The Reflections']
Poor Poor Pitiful Me,['Linda Ronstadt']
Poor Side Of Town,['Johnny Rivers' 'Al Wilson']
Pop,"[""'N Sync""]"
Pop A Top,['Alan Jackson']
Pop Bottles,['Birdman Featuring Lil Wayne']
Pop Champagne,['Jim Jones & Ron Browz Featuring Juelz Santana']
Pop Goes The Movies Part I,['Meco']
Pop Goes The Weasel,['3rd Bass' 'Anthony Newley']
Pop Goes The World,['Men Without Hats']
Pop Life,['Prince And The Revolution']
Pop Muzik,['M']
Pop Out,['Polo G Featuring Lil Tjay']
Pop Pop Pop - Pie,['The Sherrys']
Pop Singer,['John Mellencamp']
Pop Song 89,['R.E.M.']
Pop Style,['Drake Featuring The Throne']
Pop That,"['French Montana Featuring Rick Ross, Drake, Lil Wayne']"
Pop That Booty,"['Marques Houston Featuring Jermaine ""JD"" Dupri']"
Pop That Coochie,['The 2 Live Crew']
Pop That Thang,['The Isley Brothers']
Pop Ya Collar,['Usher']
"Pop, Lock & Drop It",['Huey']
Pop-Eye,['Huey Smith']
Pop-Eye Stroll,['Mar-Keys']
Popcorn,['Hot Butter']
Popeye (The Hitchhiker),['Chubby Checker']
Popeye Joe,['Ernie K-Doe']
Poppin',['Chris Brown Featuring Jay Biz']
Poppin' My Collar,['Three 6 Mafia']
"Pops, We Love You (A Tribute To Father)","['Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder']"
Popsicle,['Jan & Dean']
Popsicle Toes,['Michael Franks']
Popsicles And Icicles,['The Murmaids']
Popular Song,['MIKA Featuring Ariana Grande']
Por Amor Viviremos,['Captain & Tennille']
Pork And Beans,['Weezer']
Porn Star Dancing,['My Darkest Days Featuring Zakk Wylde']
Porpoise Song,['The Monkees']
Portland,['Drake Featuring Quavo & Travis Scott']
Portrait (He Knew),['Kansas']
Portrait Of A Fool,['Conway Twitty']
Portrait Of My Love,['Steve Lawrence' 'The Tokens']
Positively 4th Street,['Bob Dylan']
Posse On Broadway,['Sir Mix-A-Lot']
Possession,['Bad English' 'Sarah McLachlan']
Possession Obsession,['Daryl Hall John Oates']
Post To Be,['Omarion Featuring Chris Brown & Jhene Aiko']
Postcard From Jamaica,"['The Sopwith ""Camel""']"
Postcard From Paris,['The Band Perry']
Potato Peeler,['Bobby Gregg and His Friends']
Potential,['Summer Walker']
Potential Breakup Song,['Aly & AJ']
Pound Cake / Paris Morton Music 2,['Drake Featuring Jay Z']
Pound The Alarm,['Nicki Minaj']
Pour It Up,['Rihanna']
Pour Me,['Trick Pony']
Pour Some Sugar On Me,['Def Leppard']
Pouring Water On A Drowning Man,['James Carr']
Poverty,['Bobby Bland']
Pow Wow,['Cory Daye']
Powder Blue Mercedes Queen,['The Raiders']
Power,['The Temptations' 'Kansas']
Power Is Power,"['SZA, The Weeknd & Travis Scott']"
Power Of Love,['Joe Simon' 'Laura Branigan' 'Deee-Lite' 'Martha Reeves']
Power Of Love (You Are My Lady),['Air Supply']
Power Of Love/Love Power,['Luther Vandross']
Power Play,['Molly Hatchet']
Power To The People,['John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band']
Power Trip,['J. Cole Featuring Miguel']
Power Windows,['Billy Falcon']
Powerful,['Major Lazer Featuring Ellie Goulding & Tarrus Riley']
"Powerful Stuff (From ""Cocktail"")",['The Fabulous Thunderbirds']
Powerful Thing,['Trisha Yearwood']
Powerglide,['Rae Sremmurd & Juicy J']
Practice What You Preach,['Barry White']
Praise The Lord (Da Shine),['A$AP Rocky Featuring Skepta']
Praise You,['Fatboy Slim']
Pray,['M.C. Hammer' 'Sam Smith' 'Sam Smith Featuring Logic' 'Justin Bieber']
Pray For Me,['The Weeknd & Kendrick Lamar']
Pray For You,['Jaron And The Long Road To Love']
Pray You Catch Me,['Beyonce']
Prayed For You,['Matt Stell']
Prayer,['Disturbed']
Prayer For The Dying,['Seal']
Prayer In C,['Lillywood & Robin Schulz']
Prayer Meetin',['Willie Mitchell']
Prayin' For Daylight,['Rascal Flatts']
Praying,['Kesha']
Praying For Time,['Carrie Underwood' 'George Michael']
Praying To A New God,['Wang Chung']
Prblms,['6LACK']
Preach,['Drake Featuring PARTYNEXTDOOR' 'YoungBoy Never Broke Again']
Preacherman,['Charlie Russo']
Precious,['Depeche Mode']
Precious And Few,['Climax']
Precious Declaration,['Collective Soul']
Precious Love,['Bob Welch' 'Jody Watley']
Precious Memories,['The Romeos']
Precious To Me,['Phil Seymour']
"Precious, Precious",['Jackie Moore']
Presence Of Love,['The Alarm']
President Carter,['Lil Wayne']
Presidential,['YoungBloodZ']
Press,['Cardi B' 'Paul McCartney']
Pressure,['Billy Joel']
Pretend,['Carl Mann']
Pretend You Don't See Her,['Bobby Vee']
Pretending,['Glee Cast' 'Eric Clapton']
Pretty As You Feel,['Jefferson Airplane']
Pretty Ballerina,['The Left Banke']
Pretty Blue Eyes,['Steve Lawrence']
Pretty Boy Lonely,['Patti Page']
Pretty Boy Swag,"[""Soulja Boy Tell'em""]"
Pretty Boys And Pretty Girls,['Book Of Love']
Pretty Flamingo,['Manfred Mann']
Pretty Fly (For A White Guy),['The Offspring']
Pretty Girl,['Jon B']
Pretty Girl Rock,['Keri Hilson']
Pretty Girls,"['Britney Spears & Iggy Azalea' 'Iyaz Featuring Travie McCoy'
 'Melissa Manchester']"
Pretty Girls Everywhere,['Eugene Church and The Fellows']
Pretty Good At Drinkin' Beer,['Billy Currington']
Pretty In Pink,['Psychedelic Furs']
Pretty Lady,['Lighthouse']
Pretty Little Angel Eyes,['Curtis Lee']
Pretty Little Baby,['Marvin Gaye']
Pretty Little Fears,['6LACK Featuring J. Cole']
Pretty Mess,['Vanity']
Pretty Paper,['Roy Orbison']
Pretty Vegas,['INXS']
Pretty Wings,['Maxwell']
Pretty World,"[""Sergio Mendes & Brasil '66""]"
Pretzel Logic,['Steely Dan']
Price Of Love,['Bad English']
Price On My Head,['NAV Featuring The Weeknd']
Price Tag,['Jessie J Featuring B.o.B' 'Xenia']
Price To Play,['Staind']
Pride & Passion,['John Cafferty & The Beaver Brown Band']
Pride And Joy,['Marvin Gaye']
Pride.,['Kendrick Lamar']
Primal Scream,['Motley Crue']
Prime Time,['The Alan Parsons Project']
Primitive Love Rites,['Mondo Rock']
Primrose Lane,['Jerry Wallace With The Jewels' 'O.C. Smith']
Princess,['Frank Gari']
Princess In Rags,['Gene Pitney']
Princess Of China,['Coldplay Featuring Rihanna']
Principal's Office,['Young M.C.']
Prisoner,['The Weeknd Featuring Lana Del Rey']
Prisoner (Captured By Your Eyes),['L.A. Jets']
Prisoner Of Love,['James Brown And The Famous Flames']
Prisoner Of Your Love,['Player']
Prisoner's Song,['Warren Storm']
Privacy,['Chris Brown']
Private Dancer,['Tina Turner']
Private Emotion,['Ricky Martin Featuring Meja']
Private Eye,['The Olympics']
Private Eyes,['Daryl Hall John Oates']
Private Idaho,['The B-52s']
Private Number,['The Jets' 'Judy Clay & William Bell']
Privilege,['The Weeknd']
Probably Wouldn't Be This Way,['LeAnn Rimes']
Problem,['Ariana Grande Featuring Iggy Azalea']
Problem Child,['Mark Lindsay']
Problems,['The Everly Brothers' 'Lil Wayne']
Project Chick,['Cash Money Millionaires']
Prom Queen,['Lil Wayne Featuring Shanell AKA SNL']
Promiscuous,['Nelly Furtado Featuring Timbaland']
Promise,"['Ciara' 'Jagged Edge' 'Kid Ink Featuring Fetty Wap'
 'Romeo Santos Featuring Usher']"
Promise Her Anything,['Tom Jones']
Promise Me,['Lil Suzy' 'The Cover Girls']
Promise Me A Rose (A Slight Detail),['Anita Bryant']
"Promise Me, Love",['Andy Williams']
Promised Land,['Elvis Presley' 'Chuck Berry']
Promises,"['Eric Clapton And His Band' 'Calvin Harris & Sam Smith'
 'Barbra Streisand' 'NERO']"
Promises Broken,['Soul Asylum']
Promises In The Dark,['Pat Benatar']
"Promises, Promises",['Naked Eyes' 'Dionne Warwick']
Propuesta Indecente,['Romeo Santos']
Proud,['Johnny Crawford' 'The Joe Chemay Band' '2 Chainz Featuring YG & Offset']
Proud Mary,"['Creedence Clearwater Revival' 'Ike & Tina Turner' 'Solomon Burke'
 'The Checkmates, Ltd. Featuring Sonny Charles']"
Proud Of The House We Built,['Brooks & Dunn']
Prove It All Night,['Bruce Springsteen']
Prove Me Wrong,['David Pack']
Prove Your Love,['Taylor Dayne']
Psychedelic Shack,['The Temptations']
Psycho,['Post Malone Featuring Ty Dolla $ign' 'Puddle Of Mudd' 'Bobby Hendricks']
Psycho Killer,['Talking Heads']
Psychobabble,['The Alan Parsons Project']
Psychotic Reaction,['Count Five']
Pt. 2,['Kanye West']
Pucker Up Buttercup,['Jr. Walker & The All Stars']
"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",['The Alley Cats']
Puff (The Magic Dragon),"['Peter, Paul & Mary']"
Puff Of Smoke,['Roy Head']
Puffin' On Down The Track,['Hugh Masekela']
Pull Over,['Trina']
Pull Up,['Mr. Vegas']
Pull Up N Wreck,['Big Sean & Metro Boomin Featuring 21 Savage']
Pull Up To The Bumper,['Patra']
Pullin' Me Back,['Chingy Featuring Tyrese']
Pump It,['The Black Eyed Peas']
Pump It (Nice An' Hard),['Icy Blu']
Pump It Up,['Joe Budden']
Pump Up The Jam,['Technotronic Featuring Felly']
Pump Up The Volume,['M/A/R/R/S']
